passenger_id,month,gmv,tpv,booking,cashless_bookings,grabfood_gmv,grabfood_tpv,grabfood_booking,grabfood_promo,grabmart_gmv,grabmart_tpv,grabmart_booking,grabmart_promo,transport_gmv,transport_tpv,transport_booking,transport_promo,grabexpress_gmv,grabexpress_tpv,grabexpress_booking,grabexpress_promo,earned_point_l30d,burned_point_l30d,eom_point_balance,eom_reward_tier
4OL279PL057,1-Apr-22,45.8,0,3,0,45.8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
4OL279PL057,1-Jun-22,67.55,0,4,0,67.55,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
5TE454BS599,1-Apr-22,15.45,0,1,0,15.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
1SP474NX483,1-Apr-22,112.5,112.5,5,5,112.5,112.5,5,1.75,0,0,0,0,0,0,0,0,0,0,0,0,20,0,240,platinum
1SP474NX483,1-May-22,98.25,98.25,5,5,98.25,98.25,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,260,platinum
1SP474NX483,1-Jun-22,120,120,7,7,120,120,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,260,platinum
8FN699UG905,1-Apr-22,33.9,33.9,3,3,33.9,33.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,member
8FN699UG905,1-May-22,58.45,58.45,5,5,58.45,58.45,5,0.55,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
8AP600KF223,1-Apr-22,113.3,113.3,7,7,113.3,113.3,7,28.5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,220,platinum
8AP600KF223,1-May-22,186.57,157.85,12,11,155.8,155.8,10,45.35,0,0,0,0,30.77,2.05,2,0,0,0,0,0,20,0,240,platinum
8AP600KF223,1-Jun-22,274.35,274.35,17,17,274.35,274.35,17,90.95,0,0,0,0,0,0,0,0,0,0,0,0,40,80,180,platinum
1ZX564CH529,1-Apr-22,10.2,10.2,2,2,10.2,10.2,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
3ND843EX787,1-Jun-22,17.35,0,3,0,17.35,0,3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
3SH109GJ403,1-May-22,10.45,0,1,0,10.45,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
9OS965FU749,1-Jun-22,9.4,0,1,0,9.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
8BU416WG413,1-Apr-22,85.87,85.87,10,10,43.3,43.3,9,0.95,42.57,42.57,1,1.07,0,0,0,0,0,0,0,0,20,0,40,gold
8BU416WG413,1-May-22,65.41,65.41,12,12,57.55,57.55,11,5.75,7.86,7.86,1,0,0,0,0,0,0,0,0,0,20,0,40,gold
8BU416WG413,1-Jun-22,115.85,115.85,15,15,115.85,115.85,15,19.75,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,gold
4QU131WB466,1-Jun-22,12,9.95,4,3,0,0,0,0,0,0,0,0,12,9.95,4,0.26,0,0,0,0,20,0,20,member
2GT238WH191,1-Apr-22,434.55,434.55,17,17,434.55,434.55,17,13.5,0,0,0,0,0,0,0,0,0,0,0,0,60,0,160,platinum
2GT238WH191,1-May-22,761.17,761.17,21,21,645.65,645.65,18,1,73.86,73.86,1,0,0,0,0,0,41.67,41.67,2,12.67,100,0,300,platinum
2GT238WH191,1-Jun-22,576.71,576.71,25,25,511.35,511.35,22,4.45,65.36,65.36,3,0,0,0,0,0,0,0,0,0,80,160,180,platinum
2LE388JK492,1-Apr-22,4.82,4.82,1,1,0,0,0,0,0,0,0,0,4.82,4.82,1,0,0,0,0,0,20,0,20,member
2LE388JK492,1-Jun-22,4.56,4.56,1,1,0,0,0,0,0,0,0,0,4.56,4.56,1,0,0,0,0,0,20,0,20,member
7SY010HD227,1-Apr-22,74,60.95,19,17,74,60.95,19,0.5,0,0,0,0,0,0,0,0,0,0,0,0,20,40,20,gold
7SY010HD227,1-May-22,161.5,161.5,35,35,161.5,161.5,35,6.35,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,gold
7SY010HD227,1-Jun-22,24.39,24.39,7,7,20.9,20.9,6,0,0,0,0,0,3.49,3.49,1,0,0,0,0,0,20,0,40,gold
5IF403FK193,1-Apr-22,408.15,408.15,38,38,344.25,344.25,31,87.5,0,0,0,0,49.23,49.23,6,7.44,14.67,14.67,1,6,60,0,340,platinum
5IF403FK193,1-May-22,381.38,381.38,33,33,314.7,314.7,26,85.25,7.14,7.14,1,0,59.54,59.54,6,10.82,0,0,0,0,40,0,360,platinum
5IF403FK193,1-Jun-22,201.9,201.9,16,16,198.05,198.05,15,39.8,0,0,0,0,3.85,3.85,1,0,0,0,0,0,20,0,380,platinum
9CY275PT641,1-Apr-22,122.1,122.1,7,7,122.1,122.1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
9CY275PT641,1-Jun-22,15.65,0,1,0,15.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,silver
7TQ906AY318,1-Apr-22,38.05,4,4,1,38.05,4,4,2.75,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,member
7TQ906AY318,1-May-22,26.45,0,3,0,26.45,0,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,member
7TQ906AY318,1-Jun-22,9.46,3.25,2,1,3.25,3.25,1,0.25,6.21,0,1,0,0,0,0,0,0,0,0,0,20,0,20,member
1EK604FX909,1-Jun-22,83.8,0,2,0,83.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
2NB831IT263,1-May-22,7.4,7.4,1,1,7.4,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
2NB831IT263,1-Jun-22,2.5,2.5,1,1,2.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,member
6VQ151PW829,1-May-22,22.16,0,4,0,17.45,0,3,0,4.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,member
6VQ151PW829,1-Jun-22,21.32,0,3,0,12.25,0,1,0,9.07,0,2,0,0,0,0,0,0,0,0,0,0,0,0,member
3NV795FA855,1-Apr-22,3.49,3.49,1,1,0,0,0,0,0,0,0,0,3.49,3.49,1,0,0,0,0,0,20,0,40,gold
3NV795FA855,1-Jun-22,8.85,8.85,2,2,7,7,1,0,0,0,0,0,1.85,1.85,1,0,0,0,0,0,20,40,20,member
3ME725VC180,1-Apr-22,22.95,22.95,2,2,22.95,22.95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
3ME725VC180,1-May-22,44.25,44.25,4,4,44.25,44.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
3ME725VC180,1-Jun-22,16.45,16.45,1,1,16.45,16.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
2XP567RQ221,1-May-22,24.33,24.33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24.33,24.33,1,0,20,0,60,silver
2XP567RQ221,1-Jun-22,20.95,20.95,2,2,20.95,20.95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,member
2OP429GI801,1-Apr-22,113.7,113.7,3,3,113.7,113.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,silver
2OP429GI801,1-May-22,82.5,82.5,3,3,82.5,82.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,silver
2OP429GI801,1-Jun-22,7.2,7.2,1,1,7.2,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,silver
9PL625TP929,1-Apr-22,15.33,0,1,0,0,0,0,0,0,0,0,0,15.33,0,1,0,0,0,0,0,0,0,0,member
9PL625TP929,1-May-22,47.97,0,3,0,0,0,0,0,0,0,0,0,47.97,0,3,0,0,0,0,0,0,0,0,member
8BF435NT654,1-Apr-22,10.75,0,1,0,10.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
8BF435NT654,1-May-22,18.95,0,1,0,18.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
4TA744LD512,1-May-22,7.69,0,1,0,0,0,0,0,0,0,0,0,7.69,0,1,0,0,0,0,0,0,0,0,member
9PV987HL926,1-Apr-22,117.25,72.24,6,3,45.75,45.75,1,0,14.86,0,1,0,56.64,26.49,4,0.51,0,0,0,0,20,0,20,silver
9PV987HL926,1-May-22,213.07,213.07,3,3,0,0,0,0,213.07,213.07,3,0,0,0,0,0,0,0,0,0,0,0,20,silver
9PV987HL926,1-Jun-22,18.6,18.6,1,1,18.6,18.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
4UV101FA183,1-Apr-22,16.7,0,2,0,16.7,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,member
2TM031IV450,1-Apr-22,9.95,9.95,1,1,0,0,0,0,0,0,0,0,9.95,9.95,1,0.26,0,0,0,0,20,0,20,member
4SY372HW888,1-Apr-22,107.44,0,9,0,60,0,4,2.75,22,0,2,3.21,25.44,0,3,5.03,0,0,0,0,0,0,0,member
4SY372HW888,1-May-22,60.97,52.35,5,4,52.35,52.35,4,24.6,0,0,0,0,8.62,0,1,2.62,0,0,0,0,20,0,20,member
3YP968DI080,1-Apr-22,227.5,56.45,26,7,227.5,56.45,26,5.55,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,silver
3YP968DI080,1-May-22,207.5,36.3,23,5,207.5,36.3,23,1.5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
3YP968DI080,1-Jun-22,112.9,4.7,11,1,112.9,4.7,11,3.65,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
2ET674EB872,1-Apr-22,159.65,159.65,10,10,159.65,159.65,10,8.1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,gold
2ET674EB872,1-Jun-22,7,7,1,1,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,gold
3EN511PK438,1-Apr-22,44.4,0,4,0,44.4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
3EN511PK438,1-May-22,84.64,0,8,0,75.2,0,7,0,0,0,0,0,9.44,0,1,0,0,0,0,0,0,0,0,member
3EN511PK438,1-Jun-22,84.77,0,7,0,72,0,6,0,0,0,0,0,12.77,0,1,0,0,0,0,0,0,0,0,member
6QQ392BA959,1-Apr-22,18.41,18.41,2,2,0,0,0,0,0,0,0,0,18.41,18.41,2,0,0,0,0,0,20,0,20,member
6QQ392BA959,1-May-22,12.72,9.38,3,2,0,0,0,0,0,0,0,0,12.72,9.38,3,0,0,0,0,0,0,0,20,member
6QQ392BA959,1-Jun-22,3.33,0,1,0,0,0,0,0,0,0,0,0,3.33,0,1,0,0,0,0,0,0,0,20,member
6SO867OS791,1-Apr-22,31.4,0,7,0,31.4,0,7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
6SO867OS791,1-May-22,42,0,5,0,42,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
6VY618VK190,1-Apr-22,140.87,110.87,9,8,70.2,70.2,5,2.5,0,0,0,0,0,0,0,0,70.67,40.67,4,26.67,20,0,40,platinum
6VY618VK190,1-May-22,151.88,151.88,10,10,65.95,65.95,7,3,85.93,85.93,3,13.29,0,0,0,0,0,0,0,0,20,0,60,platinum
6VY618VK190,1-Jun-22,70.75,70.75,6,6,56.75,56.75,5,4.3,0,0,0,0,0,0,0,0,14,14,1,5.67,20,0,60,gold
1XJ902QQ997,1-Apr-22,293.2,241.6,30,25,293.2,241.6,30,19.1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,20,platinum
1XJ902QQ997,1-May-22,317.85,195.75,32,20,317.85,195.75,32,51.35,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20,platinum
1XJ902QQ997,1-Jun-22,511.35,324.48,47,28,463.3,287.35,44,40.8,0,0,0,0,48.05,37.13,3,0,0,0,0,0,40,40,20,platinum
9GI917BF380,1-Apr-22,146.29,0,17,0,105.5,0,14,0.25,40.79,0,3,0,0,0,0,0,0,0,0,0,0,0,0,member
9GI917BF380,1-May-22,100.98,0,11,0,58.55,0,8,0,42.43,0,3,0.36,0,0,0,0,0,0,0,0,0,0,0,member
9GI917BF380,1-Jun-22,122.93,0,11,0,53.5,0,7,0.3,69.43,0,4,0,0,0,0,0,0,0,0,0,0,0,0,member
4CZ675KQ227,1-May-22,5.08,0,1,0,0,0,0,0,0,0,0,0,5.08,0,1,0,0,0,0,0,0,0,0,member
4IO188GG449,1-Apr-22,128.6,128.6,9,9,128.6,128.6,9,38,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
4IO188GG449,1-May-22,323.95,323.95,24,24,323.95,323.95,24,108.65,0,0,0,0,0,0,0,0,0,0,0,0,20,40,20,gold
4IO188GG449,1-Jun-22,100.9,100.9,8,8,100.9,100.9,8,25.95,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,gold
4LC389NZ314,1-Apr-22,88.66,37.11,8,6,70.35,18.8,4,0,0,0,0,0,18.31,18.31,4,0,0,0,0,0,20,20,20,silver
4LC389NZ314,1-May-22,66.19,66.19,9,9,30.95,30.95,4,0.7,13.86,13.86,1,0,21.38,21.38,4,3.9,0,0,0,0,20,0,20,silver
7HY840DB211,1-Apr-22,43.55,43.55,5,5,43.55,43.55,5,2.85,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
7HY840DB211,1-May-22,14.4,0,2,0,14.4,0,2,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,silver
7HY840DB211,1-Jun-22,41.63,33.8,6,4,38.3,33.8,5,1.75,0,0,0,0,3.33,0,1,0,0,0,0,0,20,0,20,silver
8QC485EC671,1-Apr-22,32.2,32.2,6,6,32.2,32.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,silver
8QC485EC671,1-May-22,33.7,33.7,4,4,33.7,33.7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,silver
8QC485EC671,1-Jun-22,15.5,15.5,2,2,15.5,15.5,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
7EM030SK575,1-Jun-22,9.38,0,1,0,0,0,0,0,0,0,0,0,9.38,0,1,0,0,0,0,0,0,0,0,member
4KJ171RF853,1-Apr-22,175.55,175.55,15,15,175.55,175.55,15,25.85,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,gold
4KJ171RF853,1-May-22,221.3,221.3,22,22,221.3,221.3,22,51.85,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,gold
4KJ171RF853,1-Jun-22,91.75,91.75,8,8,91.75,91.75,8,24.5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,60,gold
8SX300ST045,1-Apr-22,6.75,6.75,1,1,6.75,6.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
8SX300ST045,1-May-22,68.51,68.51,6,6,44.25,44.25,4,7.35,0,0,0,0,24.26,24.26,2,0,0,0,0,0,20,20,20,silver
8SX300ST045,1-Jun-22,71.01,71.01,7,7,60.5,60.5,6,4,0,0,0,0,10.51,10.51,1,3.18,0,0,0,0,20,0,20,silver
3AI090VL979,1-Apr-22,207.15,207.15,18,18,207.15,207.15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,20,platinum
3AI090VL979,1-May-22,100.9,100.9,13,13,100.9,100.9,13,0.25,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,platinum
3AI090VL979,1-Jun-22,186.2,186.2,20,20,186.2,186.2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,platinum
2UO255ZW638,1-Apr-22,512.11,504.61,37,36,436.4,436.4,32,175.6,75.71,68.21,5,11.07,0,0,0,0,0,0,0,0,40,20,60,gold
2UO255ZW638,1-May-22,387.51,387.51,33,33,259.45,259.45,24,107.7,87.86,87.86,4,24.79,40.21,40.21,5,6.82,0,0,0,0,40,0,80,platinum
2UO255ZW638,1-Jun-22,310.44,310.44,26,26,283.8,283.8,24,105.35,26.64,26.64,2,2.07,0,0,0,0,0,0,0,0,40,40,80,platinum
7XY457KS071,1-Apr-22,271.87,112.14,19,12,122.55,62.15,9,28.75,13.79,13.79,2,0,20.21,8.87,2,1.33,115.33,27.33,6,39,20,240,20,platinum
7XY457KS071,1-May-22,362.32,126.65,23,13,114.65,114.65,12,46.55,0,0,0,0,13.33,0,2,0,234.33,12,9,59,40,0,40,platinum
7XY457KS071,1-Jun-22,379.81,211.86,30,21,161.6,151.65,17,65.5,14.21,14.21,3,0,0,0,0,0,204,46,10,74,40,60,20,gold
2AL400IN971,1-Apr-22,131.27,131.27,14,14,116.2,116.2,13,53.9,15.07,15.07,1,4.5,0,0,0,0,0,0,0,0,20,20,40,silver
2AL400IN971,1-May-22,16.85,16.85,2,2,16.85,16.85,2,4.05,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,silver
2AL400IN971,1-Jun-22,8,8,1,1,8,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,silver
7BK926RQ022,1-Apr-22,13.3,13.3,3,3,13.3,13.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
7BK926RQ022,1-May-22,6.14,0,1,0,0,0,0,0,6.14,0,1,0,0,0,0,0,0,0,0,0,20,0,20,silver
7BK926RQ022,1-Jun-22,38.86,38.86,3,3,0,0,0,0,38.86,38.86,3,0,0,0,0,0,0,0,0,0,20,0,20,silver
8AB879EX916,1-Apr-22,10.85,10.85,1,1,0,0,0,0,0,0,0,0,10.85,10.85,1,0,0,0,0,0,20,0,40,silver
8AB879EX916,1-May-22,111.91,111.91,4,4,10.55,10.55,1,0,0,0,0,0,22.36,22.36,1,0,79,79,2,0,20,0,100,gold
8AB879EX916,1-Jun-22,4.46,4.46,1,1,0,0,0,0,0,0,0,0,4.46,4.46,1,0,0,0,0,0,20,0,40,gold
5VY415ZR347,1-Jun-22,68.38,31.04,7,4,33.1,27.35,4,0,0,0,0,0,35.28,3.69,3,0,0,0,0,0,40,20,40,gold
8DC307NW340,1-Apr-22,12.7,0,1,0,12.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
8DC307NW340,1-May-22,13.5,0,1,0,13.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
8DC307NW340,1-Jun-22,19.84,0,2,0,16.05,0,1,0,0,0,0,0,3.79,0,1,0,0,0,0,0,0,0,0,member
4GS136WQ999,1-Apr-22,70.41,0,7,0,10.15,0,1,2.5,47.93,0,5,0,0,0,0,0,12.33,0,1,0,0,0,20,member
4GS136WQ999,1-May-22,58.57,0,2,0,40.9,0,1,16.95,0,0,0,0,0,0,0,0,17.67,0,1,16.33,0,0,0,member
4GS136WQ999,1-Jun-22,66.22,5.9,8,1,34.15,5.9,4,0.75,20.07,0,3,0,0,0,0,0,12,0,1,5,20,0,20,member
8WF950HY213,1-Jun-22,17.55,17.55,1,1,17.55,17.55,1,6.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,member
8DT573YF280,1-Apr-22,15.79,0,2,0,7,0,1,0,8.79,0,1,0,0,0,0,0,0,0,0,0,0,0,20,member
8DT573YF280,1-May-22,12.52,5.95,2,1,5.95,5.95,1,0.5,6.57,0,1,0,0,0,0,0,0,0,0,0,20,0,20,member
8DT573YF280,1-Jun-22,22.06,8.46,4,2,17.85,4.25,3,0,4.21,4.21,1,0,0,0,0,0,0,0,0,0,20,0,20,member
6GS957LF610,1-May-22,36.2,0,1,0,36.2,0,1,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
5YX689UC817,1-Apr-22,24.35,24.35,2,2,24.35,24.35,2,2.85,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,gold
5YX689UC817,1-May-22,39.31,18.75,5,3,11.25,11.25,2,0,7.5,7.5,1,0,20.56,0,2,0,0,0,0,0,20,0,40,gold
5YX689UC817,1-Jun-22,64.36,42.33,11,6,24.15,19.15,5,1,0,0,0,0,20.87,3.85,5,0,19.33,19.33,1,8,20,0,60,silver
2SQ015ZT123,1-Jun-22,49.33,49.33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49.33,49.33,1,0,20,0,40,member
8UV991BB597,1-Apr-22,74.43,74.43,8,8,70.5,70.5,7,16.2,3.93,3.93,1,0,0,0,0,0,0,0,0,0,20,20,20,platinum
8UV991BB597,1-May-22,52.4,52.4,7,7,52.4,52.4,7,7.45,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,platinum
8UV991BB597,1-Jun-22,89.25,89.25,13,13,89.25,89.25,13,10.55,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,platinum
1KX449SF125,1-Apr-22,6.25,0,1,0,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
1UD200KZ582,1-Apr-22,251.22,251.22,19,19,235.9,235.9,16,86.4,7.21,7.21,1,0.29,8.1,8.1,2,0.92,0,0,0,0,20,0,40,gold
1UD200KZ582,1-May-22,211.17,211.17,16,16,177.5,177.5,15,73.05,0,0,0,0,0,0,0,0,33.67,33.67,1,16.33,20,40,20,gold
1UD200KZ582,1-Jun-22,196.49,196.49,19,19,162.95,162.95,14,73.2,0,0,0,0,16.21,16.21,4,2.1,17.33,17.33,1,16.33,20,0,40,gold
8JS835AD595,1-Apr-22,82.3,82.3,8,8,82.3,82.3,8,6.25,0,0,0,0,0,0,0,0,0,0,0,0,20,40,20,gold
8JS835AD595,1-Jun-22,5.5,5.5,1,1,5.5,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,gold
1AM707BT797,1-Apr-22,9.6,0,1,0,9.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
1NZ926TY660,1-Jun-22,23.29,0,2,0,0,0,0,0,23.29,0,2,0,0,0,0,0,0,0,0,0,0,0,20,member
9WQ658WO173,1-Apr-22,27.2,27.2,1,1,27.2,27.2,1,6.75,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
9WQ658WO173,1-May-22,19.54,19.54,3,3,0,0,0,0,0,0,0,0,19.54,19.54,3,4.82,0,0,0,0,20,0,20,silver
9WQ658WO173,1-Jun-22,22.14,22.14,3,3,10.65,10.65,1,1,0,0,0,0,11.49,11.49,2,2.05,0,0,0,0,20,0,20,silver
6RA722GN589,1-Apr-22,26.72,26.72,3,3,18,18,1,0,0,0,0,0,8.72,8.72,2,0,0,0,0,0,20,0,60,gold
6RA722GN589,1-May-22,269.19,269.19,32,32,214.05,214.05,25,3.6,55.14,55.14,7,0,0,0,0,0,0,0,0,0,40,0,80,gold
6RA722GN589,1-Jun-22,32,32,4,4,13.95,13.95,3,0,0,0,0,0,18.05,18.05,1,0,0,0,0,0,20,0,80,gold
7BX797PH056,1-Apr-22,40.42,40.42,3,3,25.6,25.6,1,2.5,0,0,0,0,14.82,14.82,2,3.38,0,0,0,0,20,0,80,platinum
